image_path,label,split
driver_dataset/train/Open/_248.jpg,Open,train
driver_dataset/train/Open/_349.jpg,Open,train
driver_dataset/train/Open/_216.jpg,Open,train
driver_dataset/train/Open/_549.jpg,Open,train
driver_dataset/train/Open/_559.jpg,Open,train
driver_dataset/train/Open/_87.jpg,Open,train
driver_dataset/train/Open/_191.jpg,Open,train
driver_dataset/train/Open/_66.jpg,Open,train
driver_dataset/train/Open/_686.jpg,Open,train
driver_dataset/train/Open/_702.jpg,Open,train
driver_dataset/train/Open/_403.jpg,Open,train
driver_dataset/train/Open/_131.jpg,Open,train
driver_dataset/train/Open/_336.jpg,Open,train
driver_dataset/train/Open/_692.jpg,Open,train
driver_dataset/train/Open/_531.jpg,Open,train
driver_dataset/train/Open/_430.jpg,Open,train
driver_dataset/train/Open/_137.jpg,Open,train
driver_dataset/train/Open/_724.jpg,Open,train
driver_dataset/train/Open/_371.jpg,Open,train
driver_dataset/train/Open/_5.jpg,Open,train
driver_dataset/train/Open/_109.jpg,Open,train
driver_dataset/train/Open/_369.jpg,Open,train
driver_dataset/train/Open/_596.jpg,Open,train
driver_dataset/train/Open/_645.jpg,Open,train
driver_dataset/train/Open/_306.jpg,Open,train
driver_dataset/train/Open/_342.jpg,Open,train
driver_dataset/train/Open/_240.jpg,Open,train
driver_dataset/train/Open/_434.jpg,Open,train
driver_dataset/train/Open/_440.jpg,Open,train
driver_dataset/train/Open/_347.jpg,Open,train
driver_dataset/train/Open/_84.jpg,Open,train
driver_dataset/train/Open/_476.jpg,Open,train
driver_dataset/train/Open/_27.jpg,Open,train
driver_dataset/train/Open/_3.jpg,Open,train
driver_dataset/train/Open/_298.jpg,Open,train
driver_dataset/train/Open/_389.jpg,Open,train
driver_dataset/train/Open/_396.jpg,Open,train
driver_dataset/train/Open/_205.jpg,Open,train
driver_dataset/train/Open/_250.jpg,Open,train
driver_dataset/train/Open/_437.jpg,Open,train
driver_dataset/train/Open/_507.jpg,Open,train
driver_dataset/train/Open/_660.jpg,Open,train
driver_dataset/train/Open/_297.jpg,Open,train
driver_dataset/train/Open/_22.jpg,Open,train
driver_dataset/train/Open/_196.jpg,Open,train
driver_dataset/train/Open/_113.jpg,Open,train
driver_dataset/train/Open/_81.jpg,Open,train
driver_dataset/train/Open/_231.jpg,Open,train
driver_dataset/train/Open/_210.jpg,Open,train
driver_dataset/train/Open/_208.jpg,Open,train
driver_dataset/train/Open/_0.jpg,Open,train
driver_dataset/train/Open/_400.jpg,Open,train
driver_dataset/train/Open/_28.jpg,Open,train
driver_dataset/train/Open/_264.jpg,Open,train
driver_dataset/train/Open/_270.jpg,Open,train
driver_dataset/train/Open/_132.jpg,Open,train
driver_dataset/train/Open/_678.jpg,Open,train
driver_dataset/train/Open/_567.jpg,Open,train
driver_dataset/train/Open/_552.jpg,Open,train
driver_dataset/train/Open/_329.jpg,Open,train
driver_dataset/train/Open/_722.jpg,Open,train
driver_dataset/train/Open/_120.jpg,Open,train
driver_dataset/train/Open/_266.jpg,Open,train
driver_dataset/train/Open/_54.jpg,Open,train
driver_dataset/train/Open/_578.jpg,Open,train
driver_dataset/train/Open/_245.jpg,Open,train
driver_dataset/train/Open/_58.jpg,Open,train
driver_dataset/train/Open/_93.jpg,Open,train
driver_dataset/train/Open/_520.jpg,Open,train
driver_dataset/train/Open/_517.jpg,Open,train
driver_dataset/train/Open/_147.jpg,Open,train
driver_dataset/train/Open/_258.jpg,Open,train
driver_dataset/train/Open/_127.jpg,Open,train
driver_dataset/train/Open/_364.jpg,Open,train
driver_dataset/train/Open/_157.jpg,Open,train
driver_dataset/train/Open/_311.jpg,Open,train
driver_dataset/train/Open/_441.jpg,Open,train
driver_dataset/train/Open/_626.jpg,Open,train
driver_dataset/train/Open/_251.jpg,Open,train
driver_dataset/train/Open/_40.jpg,Open,train
driver_dataset/train/Open/_129.jpg,Open,train
driver_dataset/train/Open/_725.jpg,Open,train
driver_dataset/train/Open/_539.jpg,Open,train
driver_dataset/train/Open/_712.jpg,Open,train
driver_dataset/train/Open/_524.jpg,Open,train
driver_dataset/train/Open/_195.jpg,Open,train
driver_dataset/train/Open/_363.jpg,Open,train
driver_dataset/train/Open/_366.jpg,Open,train
driver_dataset/train/Open/_670.jpg,Open,train
driver_dataset/train/Open/_86.jpg,Open,train
driver_dataset/train/Open/_233.jpg,Open,train
driver_dataset/train/Open/_503.jpg,Open,train
driver_dataset/train/Open/_29.jpg,Open,train
driver_dataset/train/Open/_190.jpg,Open,train
driver_dataset/train/Open/_356.jpg,Open,train
driver_dataset/train/Open/_173.jpg,Open,train
driver_dataset/train/Open/_701.jpg,Open,train
driver_dataset/train/Open/_102.jpg,Open,train
driver_dataset/train/Open/_177.jpg,Open,train
driver_dataset/train/Open/_18.jpg,Open,train
driver_dataset/train/Open/_1.jpg,Open,train
driver_dataset/train/Open/_337.jpg,Open,train
driver_dataset/train/Open/_68.jpg,Open,train
driver_dataset/train/Open/_121.jpg,Open,train
driver_dataset/train/Open/_495.jpg,Open,train
driver_dataset/train/Open/_641.jpg,Open,train
driver_dataset/train/Open/_585.jpg,Open,train
driver_dataset/train/Open/_551.jpg,Open,train
driver_dataset/train/Open/_697.jpg,Open,train
driver_dataset/train/Open/_255.jpg,Open,train
driver_dataset/train/Open/_718.jpg,Open,train
driver_dataset/train/Open/_506.jpg,Open,train
driver_dataset/train/Open/_285.jpg,Open,train
driver_dataset/train/Open/_339.jpg,Open,train
driver_dataset/train/Open/_554.jpg,Open,train
driver_dataset/train/Open/_98.jpg,Open,train
driver_dataset/train/Open/_325.jpg,Open,train
driver_dataset/train/Open/_277.jpg,Open,train
driver_dataset/train/Open/_321.jpg,Open,train
driver_dataset/train/Open/_92.jpg,Open,train
driver_dataset/train/Open/_53.jpg,Open,train
driver_dataset/train/Open/_207.jpg,Open,train
driver_dataset/train/Open/_44.jpg,Open,train
driver_dataset/train/Open/_721.jpg,Open,train
driver_dataset/train/Open/_386.jpg,Open,train
driver_dataset/train/Open/_134.jpg,Open,train
driver_dataset/train/Open/_76.jpg,Open,train
driver_dataset/train/Open/_587.jpg,Open,train
driver_dataset/train/Open/_226.jpg,Open,train
driver_dataset/train/Open/_230.jpg,Open,train
driver_dataset/train/Open/_33.jpg,Open,train
driver_dataset/train/Open/_42.jpg,Open,train
driver_dataset/train/Open/_116.jpg,Open,train
driver_dataset/train/Open/_217.jpg,Open,train
driver_dataset/train/Open/_696.jpg,Open,train
driver_dataset/train/Open/_429.jpg,Open,train
driver_dataset/train/Open/_164.jpg,Open,train
driver_dataset/train/Open/_252.jpg,Open,train
driver_dataset/train/Open/_714.jpg,Open,train
driver_dataset/train/Open/_550.jpg,Open,train
driver_dataset/train/Open/_139.jpg,Open,train
driver_dataset/train/Open/_296.jpg,Open,train
driver_dataset/train/Open/_564.jpg,Open,train
driver_dataset/train/Open/_263.jpg,Open,train
driver_dataset/train/Open/_617.jpg,Open,train
driver_dataset/train/Open/_633.jpg,Open,train
driver_dataset/train/Open/_378.jpg,Open,train
driver_dataset/train/Open/_623.jpg,Open,train
driver_dataset/train/Open/_425.jpg,Open,train
driver_dataset/train/Open/_688.jpg,Open,train
driver_dataset/train/Open/_498.jpg,Open,train
driver_dataset/train/Open/_573.jpg,Open,train
driver_dataset/train/Open/_71.jpg,Open,train
driver_dataset/train/Open/_309.jpg,Open,train
driver_dataset/train/Open/_104.jpg,Open,train
driver_dataset/train/Open/_424.jpg,Open,train
driver_dataset/train/Open/_150.jpg,Open,train
driver_dataset/train/Open/_705.jpg,Open,train
driver_dataset/train/Open/_253.jpg,Open,train
driver_dataset/train/Open/_280.jpg,Open,train
driver_dataset/train/Open/_209.jpg,Open,train
driver_dataset/train/Open/_149.jpg,Open,train
driver_dataset/train/Open/_631.jpg,Open,train
driver_dataset/train/Open/_138.jpg,Open,train
driver_dataset/train/Open/_91.jpg,Open,train
driver_dataset/train/Open/_343.jpg,Open,train
driver_dataset/train/Open/_271.jpg,Open,train
driver_dataset/train/Open/_427.jpg,Open,train
driver_dataset/train/Open/_370.jpg,Open,train
driver_dataset/train/Open/_583.jpg,Open,train
driver_dataset/train/Open/_527.jpg,Open,train
driver_dataset/train/Open/_193.jpg,Open,train
driver_dataset/train/Open/_203.jpg,Open,train
driver_dataset/train/Open/_642.jpg,Open,train
driver_dataset/train/Open/_681.jpg,Open,train
driver_dataset/train/Open/_213.jpg,Open,train
driver_dataset/train/Open/_64.jpg,Open,train
driver_dataset/train/Open/_584.jpg,Open,train
driver_dataset/train/Open/_555.jpg,Open,train
driver_dataset/train/Open/_289.jpg,Open,train
driver_dataset/train/Open/_450.jpg,Open,train
driver_dataset/train/Open/_666.jpg,Open,train
driver_dataset/train/Open/_276.jpg,Open,train
driver_dataset/train/Open/_88.jpg,Open,train
driver_dataset/train/Open/_682.jpg,Open,train
driver_dataset/train/Open/_388.jpg,Open,train
driver_dataset/train/Open/_575.jpg,Open,train
driver_dataset/train/Open/_300.jpg,Open,train
driver_dataset/train/Open/_673.jpg,Open,train
driver_dataset/train/Open/_324.jpg,Open,train
driver_dataset/train/Open/_577.jpg,Open,train
driver_dataset/train/Open/_602.jpg,Open,train
driver_dataset/train/Open/_640.jpg,Open,train
driver_dataset/train/Open/_143.jpg,Open,train
driver_dataset/train/Open/_372.jpg,Open,train
driver_dataset/train/Open/_284.jpg,Open,train
driver_dataset/train/Open/_463.jpg,Open,train
driver_dataset/train/Open/_558.jpg,Open,train
driver_dataset/train/Open/_497.jpg,Open,train
driver_dataset/train/Open/_232.jpg,Open,train
driver_dataset/train/Open/_274.jpg,Open,train
driver_dataset/train/Open/_452.jpg,Open,train
driver_dataset/train/Open/_322.jpg,Open,train
driver_dataset/train/Open/_634.jpg,Open,train
driver_dataset/train/Open/_616.jpg,Open,train
driver_dataset/train/Open/_709.jpg,Open,train
driver_dataset/train/Open/_422.jpg,Open,train
driver_dataset/train/Open/_590.jpg,Open,train
driver_dataset/train/Open/_223.jpg,Open,train
driver_dataset/train/Open/_553.jpg,Open,train
driver_dataset/train/Open/_350.jpg,Open,train
driver_dataset/train/Open/_43.jpg,Open,train
driver_dataset/train/Open/_656.jpg,Open,train
driver_dataset/train/Open/_674.jpg,Open,train
driver_dataset/train/Open/_683.jpg,Open,train
driver_dataset/train/Open/_19.jpg,Open,train
driver_dataset/train/Open/_73.jpg,Open,train
driver_dataset/train/Open/_636.jpg,Open,train
driver_dataset/train/Open/_433.jpg,Open,train
driver_dataset/train/Open/_432.jpg,Open,train
driver_dataset/train/Open/_655.jpg,Open,train
driver_dataset/train/Open/_334.jpg,Open,train
driver_dataset/train/Open/_162.jpg,Open,train
driver_dataset/train/Open/_101.jpg,Open,train
driver_dataset/train/Open/_239.jpg,Open,train
driver_dataset/train/Open/_302.jpg,Open,train
driver_dataset/train/Open/_262.jpg,Open,train
driver_dataset/train/Open/_189.jpg,Open,train
driver_dataset/train/Open/_267.jpg,Open,train
driver_dataset/train/Open/_544.jpg,Open,train
driver_dataset/train/Open/_630.jpg,Open,train
driver_dataset/train/Open/_399.jpg,Open,train
driver_dataset/train/Open/_648.jpg,Open,train
driver_dataset/train/Open/_677.jpg,Open,train
driver_dataset/train/Open/_671.jpg,Open,train
driver_dataset/train/Open/_548.jpg,Open,train
driver_dataset/train/Open/_136.jpg,Open,train
driver_dataset/train/Open/_348.jpg,Open,train
driver_dataset/train/Open/_516.jpg,Open,train
driver_dataset/train/Open/_365.jpg,Open,train
driver_dataset/train/Open/_187.jpg,Open,train
driver_dataset/train/Open/_704.jpg,Open,train
driver_dataset/train/Open/_106.jpg,Open,train
driver_dataset/train/Open/_153.jpg,Open,train
driver_dataset/train/Open/_279.jpg,Open,train
driver_dataset/train/Open/_690.jpg,Open,train
driver_dataset/train/Open/_594.jpg,Open,train
driver_dataset/train/Open/_327.jpg,Open,train
driver_dataset/train/Open/_457.jpg,Open,train
driver_dataset/train/Open/_69.jpg,Open,train
driver_dataset/train/Open/_610.jpg,Open,train
driver_dataset/train/Open/_202.jpg,Open,train
driver_dataset/train/Open/_703.jpg,Open,train
driver_dataset/train/Open/_124.jpg,Open,train
driver_dataset/train/Open/_654.jpg,Open,train
driver_dataset/train/Open/_618.jpg,Open,train
driver_dataset/train/Open/_571.jpg,Open,train
driver_dataset/train/Open/_542.jpg,Open,train
driver_dataset/train/Open/_351.jpg,Open,train
driver_dataset/train/Open/_61.jpg,Open,train
driver_dataset/train/Open/_532.jpg,Open,train
driver_dataset/train/Open/_644.jpg,Open,train
driver_dataset/train/Open/_537.jpg,Open,train
driver_dataset/train/Open/_133.jpg,Open,train
driver_dataset/train/Open/_581.jpg,Open,train
driver_dataset/train/Open/_368.jpg,Open,train
driver_dataset/train/Open/_464.jpg,Open,train
driver_dataset/train/Open/_478.jpg,Open,train
driver_dataset/train/Open/_38.jpg,Open,train
driver_dataset/train/Open/_316.jpg,Open,train
driver_dataset/train/Open/_579.jpg,Open,train
driver_dataset/train/Open/_4.jpg,Open,train
driver_dataset/train/Open/_421.jpg,Open,train
driver_dataset/train/Open/_448.jpg,Open,train
driver_dataset/train/Open/_523.jpg,Open,train
driver_dataset/train/Open/_416.jpg,Open,train
driver_dataset/train/Open/_444.jpg,Open,train
driver_dataset/train/Open/_94.jpg,Open,train
driver_dataset/train/Open/_114.jpg,Open,train
driver_dataset/train/Open/_413.jpg,Open,train
driver_dataset/train/Open/_45.jpg,Open,train
driver_dataset/train/Open/_301.jpg,Open,train
driver_dataset/train/Open/_151.jpg,Open,train
driver_dataset/train/Open/_340.jpg,Open,train
driver_dataset/train/Open/_265.jpg,Open,train
driver_dataset/train/Open/_355.jpg,Open,train
driver_dataset/train/Open/_188.jpg,Open,train
driver_dataset/train/Open/_485.jpg,Open,train
driver_dataset/train/Open/_268.jpg,Open,train
driver_dataset/train/Open/_140.jpg,Open,train
driver_dataset/train/Open/_244.jpg,Open,train
driver_dataset/train/Open/_499.jpg,Open,train
driver_dataset/train/Open/_492.jpg,Open,train
driver_dataset/train/Open/_647.jpg,Open,train
driver_dataset/train/Open/_456.jpg,Open,train
driver_dataset/train/Open/_50.jpg,Open,train
driver_dataset/train/Open/_24.jpg,Open,train
driver_dataset/train/Open/_423.jpg,Open,train
driver_dataset/train/Open/_158.jpg,Open,train
driver_dataset/train/Open/_625.jpg,Open,train
driver_dataset/train/Open/_357.jpg,Open,train
driver_dataset/train/Open/_629.jpg,Open,train
driver_dataset/train/Open/_292.jpg,Open,train
driver_dataset/train/Open/_418.jpg,Open,train
driver_dataset/train/Open/_475.jpg,Open,train
driver_dataset/train/Open/_167.jpg,Open,train
driver_dataset/train/Open/_693.jpg,Open,train
driver_dataset/train/Open/_198.jpg,Open,train
driver_dataset/train/Open/_247.jpg,Open,train
driver_dataset/train/Open/_211.jpg,Open,train
driver_dataset/train/Open/_307.jpg,Open,train
driver_dataset/train/Open/_472.jpg,Open,train
driver_dataset/train/Open/_192.jpg,Open,train
driver_dataset/train/Open/_621.jpg,Open,train
driver_dataset/train/Open/_455.jpg,Open,train
driver_dataset/train/Open/_222.jpg,Open,train
driver_dataset/train/Open/_184.jpg,Open,train
driver_dataset/train/Open/_229.jpg,Open,train
driver_dataset/train/Open/_561.jpg,Open,train
driver_dataset/train/Open/_165.jpg,Open,train
driver_dataset/train/Open/_123.jpg,Open,train
driver_dataset/train/Open/_580.jpg,Open,train
driver_dataset/train/Open/_34.jpg,Open,train
driver_dataset/train/Open/_643.jpg,Open,train
driver_dataset/train/Open/_287.jpg,Open,train
driver_dataset/train/Open/_601.jpg,Open,train
driver_dataset/train/Open/_379.jpg,Open,train
driver_dataset/train/Open/_502.jpg,Open,train
driver_dataset/train/Open/_609.jpg,Open,train
driver_dataset/train/Open/_220.jpg,Open,train
driver_dataset/train/Open/_694.jpg,Open,train
driver_dataset/train/Open/_608.jpg,Open,train
driver_dataset/train/Open/_687.jpg,Open,train
driver_dataset/train/Open/_593.jpg,Open,train
driver_dataset/train/Open/_486.jpg,Open,train
driver_dataset/train/Open/_541.jpg,Open,train
driver_dataset/train/Open/_607.jpg,Open,train
driver_dataset/train/Open/_23.jpg,Open,train
driver_dataset/train/Open/_77.jpg,Open,train
driver_dataset/train/Open/_16.jpg,Open,train
driver_dataset/train/Open/_391.jpg,Open,train
driver_dataset/train/Open/_489.jpg,Open,train
driver_dataset/train/Open/_56.jpg,Open,train
driver_dataset/train/Open/_717.jpg,Open,train
driver_dataset/train/Open/_326.jpg,Open,train
driver_dataset/train/Open/_169.jpg,Open,train
driver_dataset/train/Open/_595.jpg,Open,train
driver_dataset/train/Open/_706.jpg,Open,train
driver_dataset/train/Open/_720.jpg,Open,train
driver_dataset/train/Open/_707.jpg,Open,train
driver_dataset/train/Open/_408.jpg,Open,train
driver_dataset/train/Open/_214.jpg,Open,train
driver_dataset/train/Open/_628.jpg,Open,train
driver_dataset/train/Open/_126.jpg,Open,train
driver_dataset/train/Open/_65.jpg,Open,train
driver_dataset/train/Open/_168.jpg,Open,train
driver_dataset/train/Open/_60.jpg,Open,train
driver_dataset/train/Open/_286.jpg,Open,train
driver_dataset/train/Open/_407.jpg,Open,train
driver_dataset/train/Open/_242.jpg,Open,train
driver_dataset/train/Open/_294.jpg,Open,train
driver_dataset/train/Open/_535.jpg,Open,train
driver_dataset/train/Open/_152.jpg,Open,train
driver_dataset/train/Open/_619.jpg,Open,train
driver_dataset/train/Open/_505.jpg,Open,train
driver_dataset/train/Open/_83.jpg,Open,train
driver_dataset/train/Open/_491.jpg,Open,train
driver_dataset/train/Open/_685.jpg,Open,train
driver_dataset/train/Open/_243.jpg,Open,train
driver_dataset/train/Open/_197.jpg,Open,train
driver_dataset/train/Open/_540.jpg,Open,train
driver_dataset/train/Open/_303.jpg,Open,train
driver_dataset/train/Open/_546.jpg,Open,train
driver_dataset/train/Open/_360.jpg,Open,train
driver_dataset/train/Open/_663.jpg,Open,train
driver_dataset/train/Open/_221.jpg,Open,train
driver_dataset/train/Open/_272.jpg,Open,train
driver_dataset/train/Open/_483.jpg,Open,train
driver_dataset/train/Open/_14.jpg,Open,train
driver_dataset/train/Open/_668.jpg,Open,train
driver_dataset/train/Open/_480.jpg,Open,train
driver_dataset/train/Open/_513.jpg,Open,train
driver_dataset/train/Open/_676.jpg,Open,train
driver_dataset/train/Open/_260.jpg,Open,train
driver_dataset/train/Open/_100.jpg,Open,train
driver_dataset/train/Open/_41.jpg,Open,train
driver_dataset/train/Open/_657.jpg,Open,train
driver_dataset/train/Open/_293.jpg,Open,train
driver_dataset/train/Open/_103.jpg,Open,train
driver_dataset/train/Open/_445.jpg,Open,train
driver_dataset/train/Open/_328.jpg,Open,train
driver_dataset/train/Open/_519.jpg,Open,train
driver_dataset/train/Open/_603.jpg,Open,train
driver_dataset/train/Open/_402.jpg,Open,train
driver_dataset/train/Open/_13.jpg,Open,train
driver_dataset/train/Open/_288.jpg,Open,train
driver_dataset/train/Open/_393.jpg,Open,train
driver_dataset/train/Open/_592.jpg,Open,train
driver_dataset/train/Open/_12.jpg,Open,train
driver_dataset/train/Open/_21.jpg,Open,train
driver_dataset/train/Open/_419.jpg,Open,train
driver_dataset/train/Open/_622.jpg,Open,train
driver_dataset/train/Open/_117.jpg,Open,train
driver_dataset/train/Open/_310.jpg,Open,train
driver_dataset/train/Open/_237.jpg,Open,train
driver_dataset/train/Open/_367.jpg,Open,train
driver_dataset/train/Open/_661.jpg,Open,train
driver_dataset/train/Open/_689.jpg,Open,train
driver_dataset/train/Open/_652.jpg,Open,train
driver_dataset/train/Open/_525.jpg,Open,train
driver_dataset/train/Open/_597.jpg,Open,train
driver_dataset/train/Open/_319.jpg,Open,train
driver_dataset/train/Open/_637.jpg,Open,train
driver_dataset/train/Open/_110.jpg,Open,train
driver_dataset/train/Open/_97.jpg,Open,train
